id_ambulancia,t0,n_pm_w,n_cm_w,n_total_mant_w,dias_desde_ultima_interv,n_eventos_vehicular_w,n_eventos_electrico_w,n_eventos_equipamiento_w,n_episodios_downtime_w,downtime_total_dias_w,downtime_promedio_dias_w,disponibilidad_w,km_en_w,servicios_en_w,equipamiento_funcional,y_inoperativa_14
AMB-T2-001,2025-03-28,0,1,1,14,1,0,0,1,1.5,1.5,0.975,7873.0,120,1,0
AMB-T2-001,2025-04-04,0,1,1,21,1,0,0,1,1.5,1.5,0.975,7949.0,92,1,0
AMB-T2-001,2025-04-11,0,1,1,28,1,0,0,1,1.5,1.5,0.975,7949.0,92,1,1
AMB-T2-001,2025-04-18,0,1,1,35,1,0,0,1,1.5,1.5,0.975,7949.0,92,1,1
AMB-T2-001,2025-04-25,0,3,3,3,3,0,0,2,3.0,1.5,0.95,7949.0,92,1,0
AMB-T2-001,2025-05-02,0,4,4,5,4,0,0,2,3.0,1.5,0.95,8008.0,121,1,0
AMB-T2-001,2025-05-09,0,4,4,12,4,0,0,2,3.0,1.5,0.95,8008.0,121,1,0
AMB-T2-001,2025-05-16,0,3,3,19,3,0,0,1,1.5,1.5,0.975,8008.0,121,1,0
AMB-T2-001,2025-05-23,0,3,3,26,3,0,0,1,1.5,1.5,0.975,8008.0,121,1,0
AMB-T2-001,2025-05-30,0,3,3,33,3,0,0,1,1.5,1.5,0.975,8008.0,121,1,0
AMB-T2-001,2025-06-06,0,3,3,40,3,0,0,1,1.5,1.5,0.975,7740.0,130,1,0
AMB-T2-001,2025-06-13,0,4,4,3,4,0,0,1,1.5,1.5,0.975,7740.0,130,1,0
AMB-T2-001,2025-06-20,0,3,3,10,3,0,0,1,1.5,1.5,0.975,7740.0,130,1,0
AMB-T2-001,2025-06-27,0,1,1,17,1,0,0,0,0.0,0.0,1.0,7740.0,130,1,0
AMB-T2-001,2025-07-04,1,1,2,5,1,0,1,0,0.0,0.0,1.0,7480.0,86,1,0
AMB-T2-001,2025-07-11,1,1,2,12,1,0,1,0,0.0,0.0,1.0,7480.0,86,1,0
AMB-T2-001,2025-07-18,1,1,2,19,1,0,1,0,0.0,0.0,1.0,7480.0,86,1,0
AMB-T2-001,2025-07-25,1,1,2,26,1,0,1,0,0.0,0.0,1.0,7480.0,86,1,0
AMB-T2-001,2025-08-01,1,1,2,33,1,0,1,0,0.0,0.0,1.0,7720.0,84,1,0
AMB-T2-001,2025-08-08,1,1,2,40,1,0,1,0,0.0,0.0,1.0,7720.0,84,1,0
AMB-T2-001,2025-08-15,1,0,1,47,0,0,1,0,0.0,0.0,1.0,7720.0,84,1,0
AMB-T2-001,2025-08-22,1,0,1,54,0,0,1,0,0.0,0.0,1.0,7720.0,84,1,0
AMB-T2-001,2025-08-29,0,0,0,60,0,0,0,0,0.0,0.0,1.0,7720.0,84,1,0
AMB-T2-001,2025-09-05,0,0,0,60,0,0,0,0,0.0,0.0,1.0,8973.0,124,1,0
AMB-T2-001,2025-09-12,0,0,0,60,0,0,0,0,0.0,0.0,1.0,8973.0,124,1,0
AMB-T2-001,2025-09-19,0,0,0,60,0,0,0,0,0.0,0.0,1.0,8973.0,124,1,0
AMB-T2-001,2025-09-26,0,0,0,60,0,0,0,0,0.0,0.0,1.0,8973.0,124,1,1
AMB-T2-001,2025-10-03,0,0,0,60,0,0,0,0,0.0,0.0,1.0,8230.0,140,1,1
AMB-T2-001,2025-10-10,0,1,1,4,0,0,1,1,0.5,0.5,0.9917,8230.0,140,0,1
AMB-T2-001,2025-10-17,0,1,1,11,0,0,1,1,0.5,0.5,0.9917,8230.0,140,0,1
AMB-T2-001,2025-10-24,0,2,2,2,0,1,1,2,6.5,3.25,0.8917,8230.0,140,0,1
AMB-T2-001,2025-10-31,0,2,2,9,0,1,1,2,6.5,3.25,0.8917,3499.0,74,0,1
AMB-T2-001,2025-11-07,0,3,3,3,0,1,2,3,10.9,3.63,0.8183,8013.0,132,0,0
AMB-T2-001,2025-11-14,0,3,3,10,0,1,2,3,10.9,3.63,0.8183,8013.0,132,0,0
AMB-T2-001,2025-11-21,0,3,3,17,0,1,2,3,10.9,3.63,0.8183,8013.0,132,0,0
AMB-T2-001,2025-11-28,0,3,3,24,0,1,2,3,10.9,3.63,0.8183,8013.0,132,0,1
AMB-T2-001,2025-12-05,0,2,2,31,0,1,1,2,10.4,5.2,0.8267,9054.0,112,0,1
AMB-T2-001,2025-12-12,0,3,3,5,1,1,1,3,10.9,3.63,0.8183,9054.0,112,0,0
AMB-T2-002,2024-03-01,1,0,1,49,0,1,0,0,0.0,0.0,1.0,6531.0,120,1,0
AMB-T2-002,2024-03-08,1,0,1,56,0,1,0,0,0.0,0.0,1.0,6531.0,120,1,0
AMB-T2-002,2024-03-15,0,0,0,60,0,0,0,0,0.0,0.0,1.0,6531.0,120,1,0
AMB-T2-002,2024-03-22,0,0,0,60,0,0,0,0,0.0,0.0,1.0,6531.0,120,1,0
AMB-T2-002,2024-03-29,0,0,0,60,0,0,0,0,0.0,0.0,1.0,6531.0,120,1,0
AMB-T2-002,2024-04-05,0,0,0,60,0,0,0,0,0.0,0.0,1.0,5985.0,106,1,0
AMB-T2-002,2024-04-12,0,0,0,60,0,0,0,0,0.0,0.0,1.0,5985.0,106,1,0
AMB-T2-002,2024-04-19,0,0,0,60,0,0,0,0,0.0,0.0,1.0,5985.0,106,1,0
AMB-T2-002,2024-04-26,0,0,0,60,0,0,0,0,0.0,0.0,1.0,5985.0,106,1,0
AMB-T2-002,2024-05-03,0,0,0,60,0,0,0,0,0.0,0.0,1.0,5852.0,116,1,0
AMB-T2-002,2024-05-10,0,0,0,60,0,0,0,0,0.0,0.0,1.0,5852.0,116,1,0
AMB-T2-002,2024-05-17,0,0,0,60,0,0,0,0,0.0,0.0,1.0,5852.0,116,1,0
AMB-T2-002,2024-05-24,0,0,0,60,0,0,0,0,0.0,0.0,1.0,5852.0,116,1,0
AMB-T2-002,2024-05-31,0,0,0,60,0,0,0,0,0.0,0.0,1.0,2797.0,73,1,0
AMB-T2-002,2024-06-07,0,0,0,60,0,0,0,0,0.0,0.0,1.0,5482.0,138,1,0
AMB-T2-002,2024-06-14,0,0,0,60,0,0,0,0,0.0,0.0,1.0,5482.0,138,1,0
AMB-T2-002,2024-06-21,0,0,0,60,0,0,0,0,0.0,0.0,1.0,5482.0,138,1,0
AMB-T2-002,2024-06-28,0,0,0,60,0,0,0,0,0.0,0.0,1.0,5482.0,138,1,0
AMB-T2-002,2024-07-05,0,0,0,60,0,0,0,0,0.0,0.0,1.0,5134.0,121,1,0
AMB-T2-002,2024-07-12,0,0,0,60,0,0,0,0,0.0,0.0,1.0,5134.0,121,1,0
AMB-T2-002,2024-07-19,1,0,1,1,1,0,0,0,0.0,0.0,1.0,5134.0,121,1,0
AMB-T2-002,2024-07-26,1,0,1,8,1,0,0,0,0.0,0.0,1.0,5134.0,121,1,0
AMB-T2-002,2024-08-02,1,0,1,15,1,0,0,0,0.0,0.0,1.0,5757.0,125,1,0
AMB-T2-002,2024-08-09,1,0,1,22,1,0,0,0,0.0,0.0,1.0,5757.0,125,1,0
AMB-T2-002,2024-08-16,1,0,1,29,1,0,0,0,0.0,0.0,1.0,5757.0,125,1,0
AMB-T2-002,2024-08-23,1,0,1,36,1,0,0,0,0.0,0.0,1.0,5757.0,125,1,0
AMB-T2-002,2024-08-30,1,0,1,43,1,0,0,0,0.0,0.0,1.0,3308.0,69,1,1
AMB-T2-002,2024-09-06,1,0,1,50,1,0,0,0,0.0,0.0,1.0,6045.0,108,1,1
AMB-T2-002,2024-09-13,1,1,2,3,1,0,1,1,1.5,1.5,0.975,6045.0,108,0,0
AMB-T2-002,2024-09-20,0,1,1,10,0,0,1,1,1.5,1.5,0.975,6045.0,108,0,0
AMB-T2-002,2024-09-27,0,1,1,17,0,0,1,1,1.5,1.5,0.975,6045.0,108,0,0
AMB-T2-002,2024-10-04,0,1,1,24,0,0,1,1,1.5,1.5,0.975,5797.0,109,0,0
AMB-T2-002,2024-10-11,0,1,1,31,0,0,1,1,1.5,1.5,0.975,5797.0,109,0,0
AMB-T2-002,2024-10-18,0,1,1,38,0,0,1,1,1.5,1.5,0.975,5797.0,109,0,0
AMB-T2-002,2024-10-25,0,1,1,45,0,0,1,1,1.5,1.5,0.975,5797.0,109,0,0
AMB-T2-002,2024-11-01,0,1,1,52,0,0,1,1,1.5,1.5,0.975,5659.0,89,0,0
AMB-T2-002,2024-11-08,0,1,1,59,0,0,1,1,1.5,1.5,0.975,5659.0,89,0,0
AMB-T2-002,2024-11-15,0,1,1,6,0,1,0,0,0.0,0.0,1.0,5659.0,89,1,0
AMB-T2-002,2024-11-22,0,1,1,13,0,1,0,0,0.0,0.0,1.0,5659.0,89,1,1
AMB-T2-002,2024-11-29,0,1,1,20,0,1,0,0,0.0,0.0,1.0,5659.0,89,1,1
AMB-T2-002,2024-12-06,0,2,2,4,0,1,1,1,4.6,4.6,0.9233,5765.0,80,0,0
AMB-T2-002,2024-12-13,0,2,2,11,0,1,1,1,4.6,4.6,0.9233,5765.0,80,0,0
AMB-T2-002,2024-12-20,0,2,2,18,0,1,1,1,4.6,4.6,0.9233,5765.0,80,0,0
AMB-T2-002,2024-12-27,0,2,2,25,0,1,1,1,4.6,4.6,0.9233,5765.0,80,0,0
AMB-T2-002,2025-01-03,0,2,2,32,0,1,1,1,4.6,4.6,0.9233,5688.0,121,0,0
AMB-T2-002,2025-01-10,1,2,3,5,0,1,2,1,4.6,4.6,0.9233,5688.0,121,0,1
AMB-T2-002,2025-01-17,1,2,3,12,0,1,2,1,4.6,4.6,0.9233,5688.0,121,0,1
AMB-T2-002,2025-01-24,1,3,4,0,0,2,2,2,10.7,5.35,0.8217,5688.0,121,0,0
AMB-T2-002,2025-01-31,1,2,3,7,0,2,1,1,6.1,6.1,0.8983,2522.0,60,0,0
AMB-T2-002,2025-02-07,1,2,3,14,0,2,1,1,6.1,6.1,0.8983,5030.0,108,0,0
AMB-T2-002,2025-02-14,1,2,3,21,0,2,1,1,6.1,6.1,0.8983,5030.0,108,0,1
AMB-T2-002,2025-02-21,1,2,3,28,0,2,1,1,6.1,6.1,0.8983,5030.0,108,0,1
AMB-T2-002,2025-02-28,1,4,5,0,1,3,1,2,11.3,5.65,0.8117,5030.0,108,0,0
AMB-T2-002,2025-03-07,0,3,3,7,1,2,0,2,11.3,5.65,0.8117,6089.0,84,1,0
AMB-T2-002,2025-03-14,0,3,3,14,1,2,0,2,11.3,5.65,0.8117,6089.0,84,1,0
AMB-T2-002,2025-03-21,0,3,3,21,1,2,0,2,11.3,5.65,0.8117,6089.0,84,1,0
AMB-T2-002,2025-03-28,0,2,2,28,1,1,0,1,5.2,5.2,0.9133,6089.0,84,1,1
AMB-T2-002,2025-04-04,0,2,2,35,1,1,0,1,5.2,5.2,0.9133,6820.0,100,1,1
AMB-T2-002,2025-04-11,0,3,3,2,1,2,0,2,8.0,4.0,0.8667,6820.0,100,1,0
AMB-T2-002,2025-04-18,0,3,3,9,1,2,0,2,8.0,4.0,0.8667,6820.0,100,1,0
AMB-T2-002,2025-04-25,0,3,3,16,1,2,0,2,8.0,4.0,0.8667,6820.0,100,1,0
AMB-T2-002,2025-05-02,0,1,1,23,0,1,0,1,2.8,2.8,0.9533,6653.0,105,1,1
AMB-T2-002,2025-05-09,0,1,1,30,0,1,0,1,2.8,2.8,0.9533,6653.0,105,1,1
AMB-T2-002,2025-05-16,0,2,2,6,0,1,1,2,3.3,1.65,0.945,6653.0,105,0,0
AMB-T2-002,2025-05-23,0,2,2,13,0,1,1,2,3.3,1.65,0.945,6653.0,105,0,0
AMB-T2-002,2025-05-30,0,3,3,1,0,1,2,2,3.3,1.65,0.945,6653.0,105,0,0
AMB-T2-002,2025-06-06,0,3,3,8,0,1,2,2,3.3,1.65,0.945,7455.0,99,0,0
AMB-T2-002,2025-06-13,0,2,2,15,0,0,2,1,0.5,0.5,0.9917,7455.0,99,0,0
AMB-T2-002,2025-06-20,0,2,2,22,0,0,2,1,0.5,0.5,0.9917,7455.0,99,0,0
AMB-T2-002,2025-06-27,0,2,2,29,0,0,2,1,0.5,0.5,0.9917,7455.0,99,0,0
AMB-T2-002,2025-07-04,0,2,2,36,0,0,2,1,0.5,0.5,0.9917,6055.0,118,0,0
AMB-T2-002,2025-07-11,0,1,1,43,0,0,1,0,0.0,0.0,1.0,6055.0,118,0,0
AMB-T2-002,2025-07-18,1,1,2,4,0,0,2,0,0.0,0.0,1.0,6055.0,118,0,0
AMB-T2-002,2025-07-25,1,1,2,11,0,0,2,0,0.0,0.0,1.0,6055.0,118,0,0
AMB-T2-002,2025-08-01,1,0,1,18,0,0,1,0,0.0,0.0,1.0,4801.0,112,1,1
AMB-T2-002,2025-08-08,1,0,1,25,0,0,1,0,0.0,0.0,1.0,4801.0,112,1,1
AMB-T2-002,2025-08-15,1,1,2,3,1,0,1,1,5.2,5.2,0.9133,4801.0,112,1,1
AMB-T2-002,2025-08-22,1,1,2,10,1,0,1,2,10.1,5.05,0.8317,4801.0,112,1,0
AMB-T2-002,2025-08-29,1,1,2,17,1,0,1,2,10.1,5.05,0.8317,4801.0,112,1,0
AMB-T2-002,2025-09-05,1,1,2,24,1,0,1,2,10.1,5.05,0.8317,6522.0,95,1,1
AMB-T2-002,2025-09-12,0,1,1,31,1,0,0,2,10.1,5.05,0.8317,6522.0,95,1,1
AMB-T2-002,2025-09-19,0,1,1,38,1,0,0,3,11.8,3.93,0.8033,6522.0,95,1,1
AMB-T2-002,2025-09-26,0,2,2,5,1,0,1,3,11.8,3.93,0.8033,6522.0,95,0,1
AMB-T2-002,2025-10-03,0,3,3,5,1,1,1,4,14.7,3.68,0.755,5877.0,111,0,1
AMB-T2-002,2025-10-10,0,4,4,3,1,2,1,5,18.3,3.66,0.695,5877.0,111,0,1
AMB-T2-002,2025-10-17,0,3,3,10,0,2,1,4,13.1,3.28,0.7817,5877.0,111,0,1
AMB-T2-002,2025-10-24,0,4,4,1,0,3,1,4,11.3,2.82,0.8117,5877.0,111,0,0
AMB-T2-002,2025-10-31,0,4,4,8,0,3,1,4,11.3,2.82,0.8117,2142.0,68,0,0
AMB-T2-002,2025-11-07,0,4,4,15,0,3,1,4,11.3,2.82,0.8117,5971.0,117,0,0
AMB-T2-002,2025-11-14,0,4,4,22,0,3,1,4,11.3,2.82,0.8117,5971.0,117,0,0
AMB-T2-002,2025-11-21,0,4,4,2,0,4,0,3,9.6,3.2,0.84,5971.0,117,1,1
AMB-T2-002,2025-11-28,0,3,3,9,0,3,0,2,6.7,3.35,0.8883,5971.0,117,1,1
AMB-T2-002,2025-12-05,0,4,4,6,0,4,0,3,7.5,2.5,0.875,7471.0,94,1,0
AMB-T2-002,2025-12-12,0,3,3,13,0,3,0,2,3.9,1.95,0.935,7471.0,94,1,0
AMB-T2-003,2024-03-01,1,0,1,49,1,0,0,0,0.0,0.0,1.0,3225.0,67,1,0
AMB-T2-003,2024-03-08,1,0,1,56,1,0,0,0,0.0,0.0,1.0,3225.0,67,1,0
AMB-T2-003,2024-03-15,0,0,0,60,0,0,0,0,0.0,0.0,1.0,3225.0,67,1,0
AMB-T2-003,2024-03-22,0,0,0,60,0,0,0,0,0.0,0.0,1.0,3225.0,67,1,0
AMB-T2-003,2024-03-29,0,0,0,60,0,0,0,0,0.0,0.0,1.0,3225.0,67,1,0
AMB-T2-003,2024-04-05,0,0,0,60,0,0,0,0,0.0,0.0,1.0,3612.0,85,1,0
AMB-T2-003,2024-04-12,0,0,0,60,0,0,0,0,0.0,0.0,1.0,3612.0,85,1,0
AMB-T2-003,2024-04-19,0,0,0,60,0,0,0,0,0.0,0.0,1.0,3612.0,85,1,0
AMB-T2-003,2024-04-26,0,0,0,60,0,0,0,0,0.0,0.0,1.0,3612.0,85,1,0
AMB-T2-003,2024-05-03,0,0,0,60,0,0,0,0,0.0,0.0,1.0,3636.0,94,1,0
AMB-T2-003,2024-05-10,0,0,0,60,0,0,0,0,0.0,0.0,1.0,3636.0,94,1,0
AMB-T2-003,2024-05-17,0,0,0,60,0,0,0,0,0.0,0.0,1.0,3636.0,94,1,0
AMB-T2-003,2024-05-24,0,0,0,60,0,0,0,0,0.0,0.0,1.0,3636.0,94,1,1
AMB-T2-003,2024-05-31,0,0,0,60,0,0,0,0,0.0,0.0,1.0,1373.0,39,1,1
AMB-T2-003,2024-06-07,0,1,1,6,1,0,0,1,4.2,4.2,0.93,3825.0,49,1,0
AMB-T2-003,2024-06-14,0,1,1,13,1,0,0,1,4.2,4.2,0.93,3825.0,49,1,0
AMB-T2-003,2024-06-21,0,1,1,20,1,0,0,1,4.2,4.2,0.93,3825.0,49,1,0
AMB-T2-003,2024-06-28,0,1,1,27,1,0,0,1,4.2,4.2,0.93,3825.0,49,1,0
AMB-T2-003,2024-07-05,0,1,1,34,1,0,0,1,4.2,4.2,0.93,4772.0,53,1,0
AMB-T2-003,2024-07-12,0,1,1,41,1,0,0,1,4.2,4.2,0.93,4772.0,53,1,0
AMB-T2-003,2024-07-19,1,1,2,6,1,1,0,1,4.2,4.2,0.93,4772.0,53,1,0
AMB-T2-003,2024-07-26,1,1,2,13,1,1,0,1,4.2,4.2,0.93,4772.0,53,1,0
AMB-T2-003,2024-08-02,1,0,1,20,0,1,0,0,0.0,0.0,1.0,4747.0,75,1,0
AMB-T2-003,2024-08-09,1,0,1,27,0,1,0,0,0.0,0.0,1.0,4747.0,75,1,0
AMB-T2-003,2024-08-16,1,0,1,34,0,1,0,0,0.0,0.0,1.0,4747.0,75,1,0
AMB-T2-003,2024-08-23,1,0,1,41,0,1,0,0,0.0,0.0,1.0,4747.0,75,1,0
AMB-T2-003,2024-08-30,1,0,1,48,0,1,0,0,0.0,0.0,1.0,2427.0,32,1,0
AMB-T2-003,2024-09-06,1,0,1,55,0,1,0,0,0.0,0.0,1.0,4701.0,67,1,0
AMB-T2-003,2024-09-13,0,0,0,60,0,0,0,0,0.0,0.0,1.0,4701.0,67,1,0
AMB-T2-003,2024-09-20,0,0,0,60,0,0,0,0,0.0,0.0,1.0,4701.0,67,1,0
AMB-T2-003,2024-09-27,0,0,0,60,0,0,0,0,0.0,0.0,1.0,4701.0,67,1,0
AMB-T2-003,2024-10-04,0,0,0,60,0,0,0,0,0.0,0.0,1.0,3334.0,70,1,0
AMB-T2-003,2024-10-11,0,0,0,60,0,0,0,0,0.0,0.0,1.0,3334.0,70,1,0
AMB-T2-003,2024-10-18,0,0,0,60,0,0,0,0,0.0,0.0,1.0,3334.0,70,1,0
AMB-T2-003,2024-10-25,0,0,0,60,0,0,0,0,0.0,0.0,1.0,3334.0,70,1,0
AMB-T2-003,2024-11-01,0,0,0,60,0,0,0,0,0.0,0.0,1.0,2914.0,59,1,0
AMB-T2-003,2024-11-08,0,0,0,60,0,0,0,0,0.0,0.0,1.0,2914.0,59,1,0
AMB-T2-003,2024-11-15,0,0,0,60,0,0,0,0,0.0,0.0,1.0,2914.0,59,1,0
AMB-T2-003,2024-11-22,0,0,0,60,0,0,0,0,0.0,0.0,1.0,2914.0,59,1,0
AMB-T2-003,2024-11-29,0,0,0,60,0,0,0,0,0.0,0.0,1.0,2914.0,59,1,0
AMB-T2-003,2024-12-06,0,0,0,60,0,0,0,0,0.0,0.0,1.0,5419.0,72,1,0
AMB-T2-003,2024-12-13,0,0,0,60,0,0,0,0,0.0,0.0,1.0,5419.0,72,1,0
AMB-T2-003,2024-12-20,0,0,0,60,0,0,0,0,0.0,0.0,1.0,5419.0,72,1,0
AMB-T2-003,2024-12-27,0,0,0,60,0,0,0,0,0.0,0.0,1.0,5419.0,72,1,0
AMB-T2-003,2025-01-03,0,0,0,60,0,0,0,0,0.0,0.0,1.0,4949.0,85,1,0
AMB-T2-003,2025-01-10,0,0,0,60,0,0,0,0,0.0,0.0,1.0,4949.0,85,1,0
AMB-T2-003,2025-01-17,1,0,1,3,0,1,0,0,0.0,0.0,1.0,4949.0,85,1,0
AMB-T2-003,2025-01-24,1,0,1,10,0,1,0,0,0.0,0.0,1.0,4949.0,85,1,0
AMB-T2-003,2025-01-31,1,0,1,17,0,1,0,0,0.0,0.0,1.0,1384.0,37,1,0
AMB-T2-003,2025-02-07,1,0,1,24,0,1,0,0,0.0,0.0,1.0,4333.0,52,1,0
AMB-T2-003,2025-02-14,1,0,1,31,0,1,0,0,0.0,0.0,1.0,4333.0,52,1,0
AMB-T2-003,2025-02-21,1,0,1,38,0,1,0,0,0.0,0.0,1.0,4333.0,52,1,0
AMB-T2-003,2025-02-28,1,0,1,45,0,1,0,0,0.0,0.0,1.0,4333.0,52,1,0
AMB-T2-003,2025-03-07,1,0,1,52,0,1,0,0,0.0,0.0,1.0,5069.0,49,1,0
AMB-T2-003,2025-03-14,1,0,1,59,0,1,0,0,0.0,0.0,1.0,5069.0,49,1,0
AMB-T2-003,2025-03-21,0,0,0,60,0,0,0,0,0.0,0.0,1.0,5069.0,49,1,0
AMB-T2-003,2025-03-28,0,0,0,60,0,0,0,0,0.0,0.0,1.0,5069.0,49,1,0
AMB-T2-003,2025-04-04,0,0,0,60,0,0,0,0,0.0,0.0,1.0,3429.0,71,1,0
AMB-T2-003,2025-04-11,0,0,0,60,0,0,0,0,0.0,0.0,1.0,3429.0,71,1,0
