id_ambulancia,t0,n_pm_w,n_cm_w,n_total_mant_w,dias_desde_ultima_interv,n_eventos_vehicular_w,n_eventos_electrico_w,n_eventos_equipamiento_w,n_episodios_downtime_w,downtime_total_dias_w,downtime_promedio_dias_w,disponibilidad_w,km_en_w,servicios_en_w,equipamiento_funcional,y_inoperativa_14
AMB-T2-002,2024-03-01,2,0,2,20,0,2,0,1,4.5,4.5,0.925,6058.0,52,1,0
AMB-T2-002,2024-03-08,1,0,1,27,0,1,0,1,4.5,4.5,0.925,6058.0,52,1,0
AMB-T2-002,2024-03-15,2,0,2,2,0,2,0,1,4.5,4.5,0.925,6058.0,52,1,0
AMB-T2-002,2024-03-22,2,0,2,9,0,2,0,1,4.5,4.5,0.925,6058.0,52,1,0
AMB-T2-002,2024-03-29,2,0,2,16,0,2,0,0,0.0,0.0,1.0,6058.0,52,1,0
AMB-T2-002,2024-04-05,2,0,2,23,0,2,0,0,0.0,0.0,1.0,4980.0,73,1,0
AMB-T2-002,2024-04-12,2,0,2,4,0,2,0,0,0.0,0.0,1.0,4980.0,73,1,0
AMB-T2-002,2024-04-19,2,0,2,11,0,2,0,0,0.0,0.0,1.0,4980.0,73,1,0
AMB-T2-002,2024-04-26,2,0,2,18,0,2,0,0,0.0,0.0,1.0,4980.0,73,1,0
AMB-T2-002,2024-05-03,2,0,2,25,0,2,0,0,0.0,0.0,1.0,4750.0,74,1,0
AMB-T2-002,2024-05-10,2,0,2,32,0,2,0,0,0.0,0.0,1.0,4750.0,74,1,0
AMB-T2-002,2024-05-17,2,0,2,0,0,1,1,0,0.0,0.0,1.0,4750.0,74,1,0
AMB-T2-002,2024-05-24,2,0,2,7,0,1,1,0,0.0,0.0,1.0,4750.0,74,1,0
AMB-T2-002,2024-05-31,2,0,2,14,0,1,1,0,0.0,0.0,1.0,2756.0,30,1,0
AMB-T2-002,2024-06-07,1,0,1,21,0,0,1,0,0.0,0.0,1.0,4516.0,61,1,0
AMB-T2-002,2024-06-14,1,0,1,28,0,0,1,0,0.0,0.0,1.0,4516.0,61,1,0
AMB-T2-002,2024-06-21,1,0,1,35,0,0,1,0,0.0,0.0,1.0,4516.0,61,1,0
AMB-T2-002,2024-06-28,2,0,2,6,1,0,1,0,0.0,0.0,1.0,4516.0,61,1,0
AMB-T2-002,2024-07-05,2,0,2,13,1,0,1,0,0.0,0.0,1.0,3955.0,73,1,0
AMB-T2-002,2024-07-12,2,0,2,20,1,0,1,0,0.0,0.0,1.0,3955.0,73,1,0
AMB-T2-002,2024-07-19,1,0,1,27,1,0,0,0,0.0,0.0,1.0,3955.0,73,1,0
AMB-T2-002,2024-07-26,2,0,2,5,2,0,0,0,0.0,0.0,1.0,3955.0,73,1,0
AMB-T2-002,2024-08-02,2,0,2,12,2,0,0,0,0.0,0.0,1.0,4190.0,81,1,0
AMB-T2-002,2024-08-09,2,0,2,19,2,0,0,0,0.0,0.0,1.0,4190.0,81,1,0
AMB-T2-002,2024-08-16,2,0,2,26,2,0,0,0,0.0,0.0,1.0,4190.0,81,1,0
AMB-T2-002,2024-08-23,1,0,1,33,1,0,0,0,0.0,0.0,1.0,4190.0,81,1,0
AMB-T2-002,2024-08-30,1,0,1,40,1,0,0,0,0.0,0.0,1.0,1995.0,39,1,0
AMB-T2-002,2024-09-06,2,0,2,6,2,0,0,0,0.0,0.0,1.0,4971.0,75,1,0
AMB-T2-002,2024-09-13,2,0,2,13,2,0,0,0,0.0,0.0,1.0,4971.0,75,1,0
AMB-T2-002,2024-09-20,1,0,1,20,1,0,0,0,0.0,0.0,1.0,4971.0,75,1,0
AMB-T2-002,2024-09-27,2,0,2,0,2,0,0,0,0.0,0.0,1.0,4971.0,75,1,0
AMB-T2-002,2024-10-04,2,0,2,7,2,0,0,0,0.0,0.0,1.0,5156.0,49,1,0
AMB-T2-002,2024-10-11,2,0,2,14,2,0,0,0,0.0,0.0,1.0,5156.0,49,1,0
AMB-T2-002,2024-10-18,2,0,2,21,2,0,0,0,0.0,0.0,1.0,5156.0,49,1,0
AMB-T2-002,2024-10-25,2,0,2,28,2,0,0,0,0.0,0.0,1.0,5156.0,49,1,0
AMB-T2-002,2024-11-01,1,0,1,35,1,0,0,0,0.0,0.0,1.0,2680.0,49,1,0
AMB-T2-002,2024-11-08,2,0,2,5,2,0,0,0,0.0,0.0,1.0,2680.0,49,1,0
AMB-T2-002,2024-11-15,2,0,2,12,2,0,0,0,0.0,0.0,1.0,2680.0,49,1,0
AMB-T2-002,2024-11-22,2,0,2,19,2,0,0,0,0.0,0.0,1.0,2680.0,49,1,0
AMB-T2-002,2024-11-29,1,0,1,26,1,0,0,0,0.0,0.0,1.0,2680.0,49,1,0
AMB-T2-002,2024-12-06,1,0,1,33,1,0,0,0,0.0,0.0,1.0,2436.0,61,1,0
AMB-T2-002,2024-12-13,2,0,2,2,2,0,0,0,0.0,0.0,1.0,2436.0,61,1,0
AMB-T2-002,2024-12-20,2,0,2,9,2,0,0,0,0.0,0.0,1.0,2436.0,61,1,0
AMB-T2-002,2024-12-27,2,0,2,16,2,0,0,0,0.0,0.0,1.0,2436.0,61,1,0
AMB-T2-003,2024-03-01,2,0,2,10,1,0,1,0,0.0,0.0,1.0,7393.0,97,1,0
AMB-T2-003,2024-03-08,2,0,2,17,1,0,1,0,0.0,0.0,1.0,7393.0,97,1,0
AMB-T2-003,2024-03-15,1,0,1,24,0,0,1,0,0.0,0.0,1.0,7393.0,97,1,0
AMB-T2-003,2024-03-22,1,0,1,31,0,0,1,0,0.0,0.0,1.0,7393.0,97,1,0
AMB-T2-003,2024-03-29,1,0,1,38,0,0,1,0,0.0,0.0,1.0,7393.0,97,1,0
AMB-T2-003,2024-04-05,2,0,2,4,1,0,1,0,0.0,0.0,1.0,7318.0,118,1,0
AMB-T2-003,2024-04-12,2,0,2,11,1,0,1,0,0.0,0.0,1.0,7318.0,118,1,1
AMB-T2-003,2024-04-19,2,0,2,18,1,0,1,0,0.0,0.0,1.0,7318.0,118,1,1
AMB-T2-003,2024-04-26,1,1,2,6,1,1,0,1,5.8,5.8,0.9033,7318.0,118,1,0
AMB-T2-003,2024-05-03,1,1,2,13,1,1,0,1,5.8,5.8,0.9033,6828.0,125,1,0
AMB-T2-003,2024-05-10,2,1,3,2,2,1,0,1,5.8,5.8,0.9033,6828.0,125,1,0
AMB-T2-003,2024-05-17,2,1,3,9,2,1,0,1,5.8,5.8,0.9033,6828.0,125,1,0
AMB-T2-003,2024-05-24,2,1,3,16,2,1,0,1,5.8,5.8,0.9033,6828.0,125,1,0
AMB-T2-003,2024-05-31,1,1,2,23,1,1,0,1,5.8,5.8,0.9033,3224.0,48,1,0
AMB-T2-003,2024-06-07,1,1,2,30,1,1,0,1,5.8,5.8,0.9033,7063.0,110,1,0
AMB-T2-003,2024-06-14,2,1,3,3,2,1,0,1,5.8,5.8,0.9033,7063.0,110,1,0
AMB-T2-003,2024-06-21,2,0,2,10,2,0,0,0,0.0,0.0,1.0,7063.0,110,1,0
AMB-T2-003,2024-06-28,2,0,2,17,2,0,0,0,0.0,0.0,1.0,7063.0,110,1,0
AMB-T2-003,2024-07-05,2,0,2,24,2,0,0,0,0.0,0.0,1.0,7868.0,121,1,0
AMB-T2-003,2024-07-12,1,0,1,31,1,0,0,0,0.0,0.0,1.0,7868.0,121,1,0
AMB-T2-003,2024-07-19,1,0,1,38,1,0,0,0,0.0,0.0,1.0,7868.0,121,1,0
AMB-T2-003,2024-07-26,2,0,2,1,1,1,0,0,0.0,0.0,1.0,7868.0,121,1,1
AMB-T2-003,2024-08-02,2,0,2,8,1,1,0,0,0.0,0.0,1.0,7874.0,115,1,1
AMB-T2-003,2024-08-09,2,0,2,15,1,1,0,1,9.7,9.7,0.8383,7874.0,115,1,0
AMB-T2-003,2024-08-16,1,0,1,22,0,1,0,1,9.7,9.7,0.8383,7874.0,115,1,0
AMB-T2-003,2024-08-23,1,0,1,29,0,1,0,1,9.7,9.7,0.8383,7874.0,115,1,0
AMB-T2-003,2024-08-30,2,0,2,0,1,1,0,1,9.7,9.7,0.8383,3845.0,56,1,0
AMB-T2-003,2024-09-06,2,0,2,7,1,1,0,1,9.7,9.7,0.8383,6882.0,116,1,0
AMB-T2-003,2024-09-13,2,0,2,14,1,1,0,1,9.7,9.7,0.8383,6882.0,116,1,0
AMB-T2-003,2024-09-20,2,0,2,21,1,1,0,1,9.7,9.7,0.8383,6882.0,116,1,0
AMB-T2-003,2024-09-27,1,0,1,28,1,0,0,1,9.7,9.7,0.8383,6882.0,116,1,0
AMB-T2-003,2024-10-04,1,0,1,35,1,0,0,1,9.7,9.7,0.8383,7274.0,127,1,0
AMB-T2-003,2024-10-11,1,0,1,42,1,0,0,0,0.0,0.0,1.0,7274.0,127,1,0
AMB-T2-003,2024-10-18,2,0,2,5,2,0,0,0,0.0,0.0,1.0,7274.0,127,1,0
AMB-T2-003,2024-10-25,2,0,2,12,2,0,0,0,0.0,0.0,1.0,7274.0,127,1,0
AMB-T2-003,2024-11-01,1,0,1,19,1,0,0,0,0.0,0.0,1.0,6993.0,131,1,0
AMB-T2-003,2024-11-08,1,0,1,26,1,0,0,0,0.0,0.0,1.0,6993.0,131,1,0
AMB-T2-003,2024-11-15,1,0,1,33,1,0,0,0,0.0,0.0,1.0,6993.0,131,1,0
AMB-T2-003,2024-11-22,2,0,2,1,2,0,0,0,0.0,0.0,1.0,6993.0,131,1,0
AMB-T2-003,2024-11-29,2,0,2,8,2,0,0,0,0.0,0.0,1.0,6993.0,131,1,0
AMB-T2-003,2024-12-06,2,0,2,15,2,0,0,0,0.0,0.0,1.0,6023.0,141,1,0
AMB-T2-003,2024-12-13,1,0,1,22,1,0,0,0,0.0,0.0,1.0,6023.0,141,1,0
AMB-T2-003,2024-12-20,1,0,1,29,1,0,0,0,0.0,0.0,1.0,6023.0,141,1,0
AMB-T2-003,2024-12-27,1,0,1,36,1,0,0,0,0.0,0.0,1.0,6023.0,141,1,0
AMB-T2-004,2024-03-01,2,1,3,4,2,0,1,0,0.0,0.0,1.0,5400.0,111,1,0
AMB-T2-004,2024-03-08,2,1,3,11,2,0,1,0,0.0,0.0,1.0,5400.0,111,1,0
AMB-T2-004,2024-03-15,2,1,3,6,1,0,2,0,0.0,0.0,1.0,5400.0,111,1,0
AMB-T2-004,2024-03-22,2,1,3,13,1,0,2,0,0.0,0.0,1.0,5400.0,111,1,0
AMB-T2-004,2024-03-29,2,1,3,20,1,0,2,0,0.0,0.0,1.0,5400.0,111,1,0
AMB-T2-004,2024-04-05,2,1,3,27,1,0,2,0,0.0,0.0,1.0,5927.0,139,1,0
AMB-T2-004,2024-04-12,1,1,2,34,1,0,1,0,0.0,0.0,1.0,5927.0,139,1,0
AMB-T2-004,2024-04-19,2,1,3,5,2,0,1,0,0.0,0.0,1.0,5927.0,139,1,0
AMB-T2-004,2024-04-26,2,0,2,12,1,0,1,0,0.0,0.0,1.0,5927.0,139,1,0
AMB-T2-004,2024-05-03,2,0,2,19,1,0,1,0,0.0,0.0,1.0,8281.0,112,1,0
AMB-T2-004,2024-05-10,1,0,1,26,1,0,0,0,0.0,0.0,1.0,8281.0,112,1,0
AMB-T2-004,2024-05-17,1,0,1,33,1,0,0,0,0.0,0.0,1.0,8281.0,112,1,0
AMB-T2-004,2024-05-24,1,0,1,40,1,0,0,0,0.0,0.0,1.0,8281.0,112,1,0
AMB-T2-004,2024-05-31,2,0,2,4,2,0,0,0,0.0,0.0,1.0,4554.0,37,1,0
AMB-T2-004,2024-06-07,2,0,2,11,2,0,0,0,0.0,0.0,1.0,7538.0,118,1,0
AMB-T2-004,2024-06-14,1,0,1,18,1,0,0,0,0.0,0.0,1.0,7538.0,118,1,0
AMB-T2-004,2024-06-21,1,0,1,25,1,0,0,0,0.0,0.0,1.0,7538.0,118,1,0
AMB-T2-004,2024-06-28,2,0,2,0,1,0,1,0,0.0,0.0,1.0,7538.0,118,1,0
AMB-T2-004,2024-07-05,2,0,2,7,1,0,1,0,0.0,0.0,1.0,6145.0,135,1,0
AMB-T2-004,2024-07-12,2,0,2,14,1,0,1,0,0.0,0.0,1.0,6145.0,135,1,0
AMB-T2-004,2024-07-19,2,0,2,21,1,0,1,0,0.0,0.0,1.0,6145.0,135,1,0
AMB-T2-004,2024-07-26,1,0,1,28,0,0,1,0,0.0,0.0,1.0,6145.0,135,1,1
AMB-T2-004,2024-08-02,2,0,2,3,0,1,1,0,0.0,0.0,1.0,5434.0,106,1,1
AMB-T2-004,2024-08-09,2,1,3,4,0,2,1,1,1.2,1.2,0.98,5434.0,106,1,0
AMB-T2-004,2024-08-16,2,1,3,11,0,2,1,1,1.2,1.2,0.98,5434.0,106,1,0
AMB-T2-004,2024-08-23,3,1,4,0,0,2,2,1,1.2,1.2,0.98,5434.0,106,1,0
AMB-T2-004,2024-08-30,2,1,3,7,0,2,1,1,1.2,1.2,0.98,2273.0,52,1,0
AMB-T2-004,2024-09-06,2,1,3,14,0,2,1,1,1.2,1.2,0.98,6618.0,118,1,0
AMB-T2-004,2024-09-13,2,1,3,21,0,2,1,1,1.2,1.2,0.98,6618.0,118,1,0
AMB-T2-004,2024-09-20,2,1,3,28,0,2,1,1,1.2,1.2,0.98,6618.0,118,1,0
AMB-T2-004,2024-09-27,3,1,4,3,0,3,1,1,1.2,1.2,0.98,6618.0,118,1,0
AMB-T2-004,2024-10-04,2,0,2,10,0,1,1,0,0.0,0.0,1.0,7164.0,112,1,0
AMB-T2-004,2024-10-11,2,0,2,17,0,1,1,0,0.0,0.0,1.0,7164.0,112,1,0
AMB-T2-004,2024-10-18,2,0,2,24,0,1,1,0,0.0,0.0,1.0,7164.0,112,1,0
AMB-T2-004,2024-10-25,1,0,1,31,0,1,0,0,0.0,0.0,1.0,7164.0,112,1,0
AMB-T2-004,2024-11-01,2,0,2,2,0,2,0,0,0.0,0.0,1.0,5326.0,86,1,0
AMB-T2-004,2024-11-08,2,0,2,9,0,2,0,0,0.0,0.0,1.0,5326.0,86,1,0
AMB-T2-004,2024-11-15,2,0,2,16,0,2,0,0,0.0,0.0,1.0,5326.0,86,1,0
AMB-T2-004,2024-11-22,2,0,2,23,0,2,0,0,0.0,0.0,1.0,5326.0,86,1,0
AMB-T2-004,2024-11-29,1,0,1,30,0,1,0,0,0.0,0.0,1.0,5326.0,86,1,0
AMB-T2-004,2024-12-06,2,0,2,6,1,1,0,0,0.0,0.0,1.0,4546.0,90,1,0
AMB-T2-004,2024-12-13,2,0,2,13,1,1,0,0,0.0,0.0,1.0,4546.0,90,1,0
AMB-T2-004,2024-12-20,2,0,2,20,1,1,0,0,0.0,0.0,1.0,4546.0,90,1,0
AMB-T2-004,2024-12-27,2,0,2,27,1,1,0,0,0.0,0.0,1.0,4546.0,90,1,0
AMB-T2-005,2024-03-01,2,0,2,25,1,1,0,0,0.0,0.0,1.0,7023.0,107,1,0
AMB-T2-005,2024-03-08,3,0,3,4,2,1,0,0,0.0,0.0,1.0,7023.0,107,1,0
AMB-T2-005,2024-03-15,2,0,2,11,1,1,0,0,0.0,0.0,1.0,7023.0,107,1,0
AMB-T2-005,2024-03-22,2,0,2,18,1,1,0,0,0.0,0.0,1.0,7023.0,107,1,0
AMB-T2-005,2024-03-29,2,0,2,25,1,1,0,0,0.0,0.0,1.0,7023.0,107,1,0
AMB-T2-005,2024-04-05,2,0,2,5,1,1,0,0,0.0,0.0,1.0,7009.0,107,1,0
AMB-T2-005,2024-04-12,2,0,2,12,1,1,0,0,0.0,0.0,1.0,7009.0,107,1,0
AMB-T2-005,2024-04-19,2,0,2,19,1,1,0,0,0.0,0.0,1.0,7009.0,107,1,0
AMB-T2-005,2024-04-26,3,0,3,2,2,1,0,0,0.0,0.0,1.0,7009.0,107,1,0
AMB-T2-005,2024-05-03,2,0,2,9,1,1,0,0,0.0,0.0,1.0,7072.0,111,1,0
AMB-T2-005,2024-05-10,2,0,2,16,1,1,0,0,0.0,0.0,1.0,7072.0,111,1,0
AMB-T2-005,2024-05-17,3,0,3,2,2,1,0,0,0.0,0.0,1.0,7072.0,111,1,0
AMB-T2-005,2024-05-24,3,0,3,9,2,1,0,0,0.0,0.0,1.0,7072.0,111,1,1
AMB-T2-005,2024-05-31,2,0,2,16,2,0,0,0,0.0,0.0,1.0,3568.0,56,1,1
AMB-T2-005,2024-06-07,2,1,3,5,3,0,0,1,5.1,5.1,0.915,7429.0,116,1,0
AMB-T2-005,2024-06-14,3,1,4,4,3,1,0,1,5.1,5.1,0.915,7429.0,116,1,0
AMB-T2-005,2024-06-21,3,1,4,11,3,1,0,1,5.1,5.1,0.915,7429.0,116,1,0
AMB-T2-005,2024-06-28,2,1,3,18,2,1,0,1,5.1,5.1,0.915,7429.0,116,1,0
AMB-T2-005,2024-07-05,3,1,4,6,2,2,0,1,5.1,5.1,0.915,7677.0,137,1,0
AMB-T2-005,2024-07-12,3,1,4,13,2,2,0,1,5.1,5.1,0.915,7677.0,137,1,0
AMB-T2-005,2024-07-19,2,1,3,20,1,2,0,1,5.1,5.1,0.915,7677.0,137,1,0
AMB-T2-005,2024-07-26,3,1,4,2,2,2,0,1,5.1,5.1,0.915,7677.0,137,1,0
AMB-T2-005,2024-08-02,3,0,3,9,1,2,0,0,0.0,0.0,1.0,7577.0,163,1,0
AMB-T2-005,2024-08-09,2,0,2,16,1,1,0,0,0.0,0.0,1.0,7577.0,163,1,0
AMB-T2-005,2024-08-16,2,0,2,23,1,1,0,0,0.0,0.0,1.0,7577.0,163,1,0
AMB-T2-005,2024-08-23,3,0,3,2,1,2,0,0,0.0,0.0,1.0,7577.0,163,1,0
AMB-T2-005,2024-08-30,2,0,2,9,1,1,0,0,0.0,0.0,1.0,3761.0,86,1,0
AMB-T2-005,2024-09-06,3,0,3,0,2,1,0,0,0.0,0.0,1.0,7688.0,140,1,0
AMB-T2-005,2024-09-13,3,0,3,7,2,1,0,0,0.0,0.0,1.0,7688.0,140,1,0
AMB-T2-005,2024-09-20,3,0,3,14,2,1,0,0,0.0,0.0,1.0,7688.0,140,1,0
AMB-T2-005,2024-09-27,2,0,2,21,1,1,0,0,0.0,0.0,1.0,7688.0,140,1,0
AMB-T2-005,2024-10-04,3,0,3,6,1,1,1,0,0.0,0.0,1.0,8452.0,112,1,0
AMB-T2-005,2024-10-11,3,0,3,13,1,1,1,0,0.0,0.0,1.0,8452.0,112,1,0
AMB-T2-005,2024-10-18,3,0,3,20,1,1,1,0,0.0,0.0,1.0,8452.0,112,1,0
AMB-T2-005,2024-10-25,3,0,3,3,2,0,1,0,0.0,0.0,1.0,8452.0,112,1,0
AMB-T2-005,2024-11-01,3,0,3,10,2,0,1,0,0.0,0.0,1.0,6804.0,117,1,0
AMB-T2-005,2024-11-08,2,0,2,17,1,0,1,0,0.0,0.0,1.0,6804.0,117,1,1
AMB-T2-005,2024-11-15,2,0,2,24,1,0,1,0,0.0,0.0,1.0,6804.0,117,1,1
AMB-T2-005,2024-11-22,2,0,2,31,1,0,1,1,1.2,1.2,0.98,6804.0,117,1,1
AMB-T2-005,2024-11-29,2,0,2,6,2,0,0,1,1.2,1.2,0.98,6804.0,117,1,1
AMB-T2-005,2024-12-06,2,1,3,0,3,0,0,2,6.3,3.15,0.895,5845.0,137,1,0
AMB-T2-005,2024-12-13,2,1,3,7,3,0,0,2,6.3,3.15,0.895,5845.0,137,1,0
AMB-T2-005,2024-12-20,3,1,4,0,4,0,0,2,6.3,3.15,0.895,5845.0,137,1,0
AMB-T2-005,2024-12-27,2,1,3,7,3,0,0,2,6.3,3.15,0.895,5845.0,137,1,0
AMB-T2-006,2024-03-01,1,0,1,47,1,0,0,1,2.4,2.4,0.96,5559.0,56,1,0
AMB-T2-006,2024-03-08,2,0,2,4,1,1,0,1,2.4,2.4,0.96,5559.0,56,1,0
AMB-T2-006,2024-03-15,1,0,1,11,0,1,0,1,2.4,2.4,0.96,5559.0,56,1,0
AMB-T2-006,2024-03-22,1,0,1,18,0,1,0,0,0.0,0.0,1.0,5559.0,56,1,0
AMB-T2-006,2024-03-29,1,0,1,25,0,1,0,0,0.0,0.0,1.0,5559.0,56,1,0
AMB-T2-006,2024-04-05,1,0,1,32,0,1,0,0,0.0,0.0,1.0,4753.0,70,1,0
AMB-T2-006,2024-04-12,1,0,1,39,0,1,0,0,0.0,0.0,1.0,4753.0,70,1,0
AMB-T2-006,2024-04-19,1,0,1,46,0,1,0,0,0.0,0.0,1.0,4753.0,70,1,0
AMB-T2-006,2024-04-26,2,0,2,4,0,2,0,0,0.0,0.0,1.0,4753.0,70,1,1
AMB-T2-006,2024-05-03,1,0,1,11,0,1,0,0,0.0,0.0,1.0,4012.0,83,1,1
AMB-T2-006,2024-05-10,1,0,1,18,0,1,0,1,1.7,1.7,0.9717,4012.0,83,1,0
AMB-T2-006,2024-05-17,1,0,1,25,0,1,0,1,1.7,1.7,0.9717,4012.0,83,1,0
AMB-T2-006,2024-05-24,1,0,1,32,0,1,0,1,1.7,1.7,0.9717,4012.0,83,1,0
AMB-T2-006,2024-05-31,1,0,1,39,0,1,0,1,1.7,1.7,0.9717,2075.0,49,1,0
AMB-T2-006,2024-06-07,1,0,1,46,0,1,0,1,1.7,1.7,0.9717,3568.0,74,1,0
AMB-T2-006,2024-06-14,1,0,1,53,0,1,0,1,1.7,1.7,0.9717,3568.0,74,1,0
AMB-T2-006,2024-06-21,0,0,0,60,0,0,0,1,1.7,1.7,0.9717,3568.0,74,1,0
AMB-T2-006,2024-06-28,1,0,1,3,0,1,0,1,1.7,1.7,0.9717,3568.0,74,1,0
AMB-T2-006,2024-07-05,1,0,1,10,0,1,0,0,0.0,0.0,1.0,4254.0,52,1,0
AMB-T2-006,2024-07-12,1,0,1,17,0,1,0,0,0.0,0.0,1.0,4254.0,52,1,0
AMB-T2-006,2024-07-19,1,0,1,24,0,1,0,0,0.0,0.0,1.0,4254.0,52,1,0
AMB-T2-006,2024-07-26,1,0,1,31,0,1,0,0,0.0,0.0,1.0,4254.0,52,1,0
AMB-T2-006,2024-08-02,1,0,1,38,0,1,0,0,0.0,0.0,1.0,5441.0,81,1,0
AMB-T2-006,2024-08-09,2,1,3,0,1,1,1,0,0.0,0.0,1.0,5441.0,81,1,0
AMB-T2-006,2024-08-16,2,1,3,7,1,1,1,0,0.0,0.0,1.0,5441.0,81,1,0
AMB-T2-006,2024-08-23,2,1,3,14,1,1,1,0,0.0,0.0,1.0,5441.0,81,1,0
AMB-T2-006,2024-08-30,1,1,2,21,1,0,1,0,0.0,0.0,1.0,2680.0,54,1,0
